artikel_id;udbud_id;url;udd6;Titel;Educational_Category;displaydocclass;kaldenavn;hovedinst;hovedinsttx;instkommune;instkommunetx;instregion;instregiontx;afbrud_statusaar;afbrud_n;afbrud;afbrud_aggr;timetal_statusaar;timetal_OfSupervision;timetal_WithFewStudents;timetal_WithManyStudents;branche_statusaar;branche_n;branchepct1;branchepct2;branchepct3;branchepct4;branchepctprivat1;branchepctprivat2;branchepctprivat3;branchepctprivat4;branchetxt1;branchetxt2;branchetxt3;branchetxt4;offt_privat;ledighed_nyudd_statusaar;ledighed_nyudd_n;ledighed_nyudd;ledighed_nyudd_aggr;maanedloen_nyudd_statusaar;maanedloen_nyudd_n;maanedloen_nyudd;maanedloenp25_nyudd;maanedloenp75_nyudd;maanedloen_nyudd_aggr;ledighed_10aar_statusaar;ledighed_10aar_n;ledighed_10aar;ledighed_10aar_aggr;maanedloen_10aar_statusaar;maanedloen_10aar_n;maanedloen_10aar;maanedloenp25_10aar;maanedloenp75_10aar;maanedloen_10aar_aggr;studbesvarelser_antal;studbesvarelser_pct;fagligmiljo_statusaar;fagligmiljo_n;fagligmiljo_ntotal;fagligmiljo_likert;fagligtmotivation_statusaar;fagligtmotivation_n;fagligtmotivation_ntotal;fagligtmotivation_likert;medstuderende_n;medstuderende_ntotal;medstuderende_likert;medstuderende_statusaar;socialtmiljo_statusaar;socialtmiljo_n;socialtmiljo_ntotal;socialtmiljo_likert;socialtmotivation_statusaar;socialtmotivation_n;socialtmotivation_ntotal;socialtmotivation_likert;tidsforbrug_p50;tidsforbrug_undv_pct;tidsforbrug_n;tidsforbrug_arbejde;tidsforbrug_arbejde_n;tidsforbrug_studjob_pct;udb_undervisning_statusaar;udbytte_undervisning_n;udbytte_undervisning_ntotal;udbytte_undervisning_likert;uddaktivitet_opgaver_pct;uddaktivitet_praktik_pct;uddaktivitet_statusaar;uddaktivitet_udlandsophold_pct;uddaktivitet_undervisning_pct;und_engagerede_statusaar;undervisere_engagerede_n;undervisere_engagerede_ntotal;undervisere_engagerede_likert;und_feedback_statusaar;undervisere_feedback_n;undervisere_feedback_ntotal;undervisere_feedback_likert;und_hjaelp_statusaar;undervisere_hjaelp_n;undervisere_hjaelp_ntotal;undervisere_hjaelp_likert;und_kontakt_statusaar;undervisere_kontakt_n;undervisere_kontakt_ntotal;undervisere_kontakt_likert;undervisningsform_statusaar;undervisningsform_n;undervisningsform_p1;undervisningsform_p2;undervisningsform_p3;undervisningsform_p4;undervisningsform_p5;ensom_statusaar;ensom_n;ensom_ntotal;ensom_likert;ensom_altid;ensom_ofte;ensom_nogle;ensom_sjaeldent;ensom_aldrig;stress_daglig_statusaar;stress_daglig_n;stress_daglig_ntotal;stress_daglig_likert;stress_daglig_altid;stress_daglig_ofte;stress_daglig_nogle;stress_daglig_sjaeldent;stress_daglig_aldrig;tilpas_statusaar;tilpas_n;tilpas_ntotal;tilpas_likert;dimbesvarelser_antal;dimbesvarelser_pct;foerstejob_statusaar;foerstejob_n;foerstejob1pct;foerstejob1tx;foerstejob2pct;foerstejob2tx;foerstejob3pct;foerstejob3tx;foerstejob4pct;foerstejob4tx;arbejdsform_statusaar;arbejdsform_n;arbejdsform_fastedagtimer_pct;arbejdsform_faste_aften_nat_pct;arbejdsform_fleksible_pct;arbejdsform_skiftende_pct;arbejdsform_tilretteselv_pct;arbejdsform_andet_pct;arbejdsform_andet_pct2;arbejdstid_statusaar;arbejdstid_n;arbejdstid_timer;jobskabende_statusaar;jobskabende_n;jobskabende_p1;jobskabende_p2;jobskabende_p3;jobskabende_p4;jobskabende_p5;kompetencerudd_statusaar;kompetencerudd_n;kompetencerudd_p1;kompetencerudd_p2;kompetencerudd_p3;kompetencerudd_p4;kompetencerudd_p5;rel_over_udd_job_statusaar;relevans_overens_udd_job_n;relevans_overens_udd_job_ntotal;relevans_overens_udd_job_likert;ruster_til_job_statusaar;ruster_til_job_n;ruster_til_job_ntotal;ruster_til_job_likert;udlandet_statusaar;udlandet_n;udlandet_dk25_pct;udlandet_dk_pct;udlandet_udlandet_pct;hyppigsteid1;hyppigsteid2;hyppigsteid3;hyppigstepct1;hyppigstepct2;hyppigstepct3;hyppigstetx1;hyppigstetx2;hyppigstetx3;hyppigste_statusaar;hyppigste_n;ivaerksaetteri_statusaar;ivaerksaetteri_n;ivaerksaetteri
udb2-maritimgrund;479403;www.ug.dk/uddannelser/andreerhvervsrettedeuddannelser/andreuddannelserforunge/skibsassistent;200,400,200,500,200,000,000,000;Skibsassistent;Andre uddannelser;Andre uddannelser;;479403;Svendborg Søfartsskole;479;Svendborg;1083;Syddanmark;201910-202209;298;6;;Ingen data;;;;201911-202111;3904;21;17;14;48;92;99;99;72;Transport;Industri;Bygge og anlæg;Øvrige brancher;84;201904-202212;256;3;;201901-202112;119;16.9;14.7;23.7;;201904-202212;107;5;;201901-202112;19;29.2;20.9;34.5;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb2-maritimgrund;999999;www.ug.dk/uddannelser/andreerhvervsrettedeuddannelser/andreuddannelserforunge/skibsassistent;200,400,200,500,200,000,000,000;Skibsassistent;Andre uddannelser;Andre uddannelser;;999999;Uddannelsen på landsplan;;;;;201910-202209;1484;9;;Ingen data;;;;201911-202111;14482;26;18;12;44;87;99;99;68;Transport;Industri;Bygge og anlæg;Øvrige brancher;82;201904-202212;1071;2;;201901-202112;337;21.5;14.8;28;;201904-202212;530;5;;201901-202112;138;30.45;25.1;37;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb2-markedsfoeringsoekonom;101610;www.ug.dk/uddannelser/erhvervsakademiuddannelser/handelsogoekonomiskeuddannelser/markedsfoeringsoekonom;512,300,529,600,529,000;Markedsføringsøkonom;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;101605;Erhvervsakademiet Copenhagen Business Academy;101;København;1084;Hovedstaden;201910-202209;1950;16;;E2021/F2022;4;292;0;201911-202111;3272;29;12;12;47;100;98;99;82;Handel;Information og kommunikation;Videnservice;Øvrige brancher;91;201904-202212;1296;7;;201901-202112;294;24.5;17.8;29.5;;Ingen data;;;;Ingen data;;;;;;457;36;202110-202112;457;457;3,94;202110-202112;455;457;3,78;450;457;3,59;202110-202112;202110-202112;455;457;3,85;202110-202112;453;457;3,8;32;61;451;15;379;95;202110-202112;454;457;3,79;12,5;12,5;E2021/F2022;0;75;202110-202112;453;457;4,15;202110-202112;448;457;3,47;202110-202112;448;457;3,74;202110-202112;444;457;4;202110-202112;457;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);E-læring (eksempelvis fjernundervisning);202110-202112;451;457;3,91;2;8;25;26;39;202110-202112;447;457;3,85;2;11;22;28;36;202110-202112;455;457;3,92;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;Ingen data;;
udb2-markedsfoeringsoekonom;101607;www.ug.dk/uddannelser/erhvervsakademiuddannelser/handelsogoekonomiskeuddannelser/markedsfoeringsoekonom;512,300,529,600,529,000;Markedsføringsøkonom;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;101605;Erhvervsakademiet Copenhagen Business Academy;173;Lyngby-Taarbæk;1084;Hovedstaden;201910-202209;201;24;;E2021/F2022;7;266;0;201911-202111;653;36;11;9;44;100;100;90;84;Handel;Videnservice;Information og kommunikation;Øvrige brancher;92;201904-202212;145;11;;201901-202112;31;22.9;14.1;25.8;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;12,5;12,5;E2021/F2022;0;75;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;Ingen data;;
udb2-markedsfoeringsoekonom;281528;www.ug.dk/uddannelser/erhvervsakademiuddannelser/handelsogoekonomiskeuddannelser/markedsfoeringsoekonom;512,300,529,600,529,000;Markedsføringsøkonom;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;101605;Erhvervsakademiet Copenhagen Business Academy;219;Hillerød;1084;Hovedstaden;201910-202209;45;27;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;30;77;202110-202112;29;30;3,86;202110-202112;29;30;3,86;29;30;3,52;202110-202112;202110-202112;29;30;3,72;202110-202112;29;30;3,66;30;58;29;13,5;24;91;202110-202112;27;30;3,89;;;Ingen data;;;202110-202112;28;30;4,14;202110-202112;29;30;3,97;202110-202112;29;30;3,52;202110-202112;28;30;3,71;202110-202112;30;Gruppearbejde (læsegruppe, studiegruppe);Klasseundervisning (holdundervisning);Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Faglig vejledning fra din underviser;202110-202112;30;30;3,97;0;3;37;20;40;202110-202112;30;30;4,07;0;10;17;30;43;202110-202112;30;30;3,93;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;Ingen data;;
udb2-markedsfoeringsoekonom;259410;www.ug.dk/uddannelser/erhvervsakademiuddannelser/handelsogoekonomiskeuddannelser/markedsfoeringsoekonom;512,300,529,600,529,000;Markedsføringsøkonom;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;259404;Zealand Sjællands Erhvervsakademi;265;Roskilde;1085;Sjælland;201910-202209;862;27;;E2021/F2022;25;293;0;201911-202111;1255;29;10;9;52;99;100;100;83;Handel;Hoteller og restauranter;Videnservice;Øvrige brancher;91;201904-202212;496;8;;201901-202112;112;23.9;17.6;28.8;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;12,5;12,5;E2021/F2022;0;75;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;Ingen data;;
udb2-markedsfoeringsoekonom;259412;www.ug.dk/uddannelser/erhvervsakademiuddannelser/handelsogoekonomiskeuddannelser/markedsfoeringsoekonom;512,300,529,600,529,000;Markedsføringsøkonom;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;259404;Zealand Sjællands Erhvervsakademi;330;Slagelse;1085;Sjælland;201910-202209;41;34;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;Ingen data;;
udb2-markedsfoeringsoekonom;259407;www.ug.dk/uddannelser/erhvervsakademiuddannelser/handelsogoekonomiskeuddannelser/markedsfoeringsoekonom;512,300,529,600,529,000;Markedsføringsøkonom;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;259404;Zealand Sjællands Erhvervsakademi;376;Guldborgsund;1085;Sjælland;201910-202209;47;23;;E2021/F2022;23;287;0;201911-202111;86;44;13;12;31;100;73;0;89;Handel;Rejsebureauer, rengøring og anden operationel service;Sundhed og socialvæsen;Øvrige brancher;81;201904-202212;39;23;;201901-202112;13;22.7;17;26;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;12,5;12,5;E2021/F2022;0;75;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;Ingen data;;
udb2-markedsfoeringsoekonom;561430;www.ug.dk/uddannelser/erhvervsakademiuddannelser/handelsogoekonomiskeuddannelser/markedsfoeringsoekonom;512,300,529,600,529,000;Markedsføringsøkonom;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;561427;Erhvervsakademi SydVest;540;Sønderborg;1083;Syddanmark;201910-202209;33;27;;E2021/F2022;19;299;0;201911-202111;192;33;10;9;47;100;89;100;71;Handel;Transport;Rejsebureauer, rengøring og anden operationel service;Øvrige brancher;85;201904-202212;39;10;;201901-202112;9;24.45;20.9;30.5;Institutionstal for undergruppe: Økonomisk-merkantile område, EA;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;12,5;12,5;E2021/F2022;0;75;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;Ingen data;;
udb2-markedsfoeringsoekonom;280041;www.ug.dk/uddannelser/erhvervsakademiuddannelser/handelsogoekonomiskeuddannelser/markedsfoeringsoekonom;512,300,529,600,529,000;Markedsføringsøkonom;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;561427;Erhvervsakademi SydVest;561;Esbjerg;1083;Syddanmark;201910-202209;271;20;;E2021/F2022;19;299;0;201911-202111;544;35;8;8;49;100;98;7;84;Handel;Transport;Offentlig administration, forsvar og politi;Øvrige brancher;84;201904-202212;184;12;;201901-202112;37;22.8;19.6;27.5;;Ingen data;;;;Ingen data;;;;;;77;49;202110-202112;77;77;4,17;202110-202112;77;77;4,08;77;77;3,55;202110-202112;202110-202112;77;77;4,08;202110-202112;77;77;3,99;37;62;75;15;47;91;202110-202112;76;77;4,08;12,5;12,5;E2021/F2022;0;75;202110-202112;77;77;4,4;202110-202112;77;77;3,99;202110-202112;77;77;4,06;202110-202112;77;77;4,51;202110-202112;77;Klasseundervisning (holdundervisning);Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);E-læring (eksempelvis fjernundervisning);202110-202112;76;77;4,09;0;8;18;30;43;202110-202112;74;77;3,76;1;12;23;36;27;202110-202112;77;77;4,09;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;Ingen data;;
udb2-markedsfoeringsoekonom;621415;www.ug.dk/uddannelser/erhvervsakademiuddannelser/handelsogoekonomiskeuddannelser/markedsfoeringsoekonom;512,300,529,600,529,000;Markedsføringsøkonom;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;621413;IBA Erhvervsakademi Kolding;621;Kolding;1083;Syddanmark;201910-202209;542;9;;E2021/F2022;17;278;0;201911-202111;757;37;10;9;44;100;100;87;74;Handel;Industri;Transport;Øvrige brancher;88;201904-202212;432;7;;201901-202112;41;21.9;13.4;24.2;;Ingen data;;;;Ingen data;;;;;;204;57;202110-202112;200;204;4,17;202110-202112;199;204;3,93;198;204;3,48;202110-202112;202110-202112;202;204;4,04;202110-202112;199;204;3,79;40;70;204;14;157;94;202110-202112;199;204;4,08;12,5;12,5;E2021/F2022;0;75;202110-202112;203;204;4,27;202110-202112;196;204;3,77;202110-202112;200;204;3,93;202110-202112;201;204;4,12;202110-202112;204;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Forelæsninger;202110-202112;203;204;3,6;2;11;33;34;20;202110-202112;202;204;3,46;5;18;27;23;26;202110-202112;204;204;3,93;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;Ingen data;;
udb2-markedsfoeringsoekonom;461453;www.ug.dk/uddannelser/erhvervsakademiuddannelser/handelsogoekonomiskeuddannelser/markedsfoeringsoekonom;512,300,529,600,529,000;Markedsføringsøkonom;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;630401;UCL Erhvervsakademi og Professionshøjskole;461;Odense;1083;Syddanmark;201910-202209;562;23;;E2021/F2022;8;270;0;201911-202111;907;36;11;8;45;100;93;100;67;Handel;Information og kommunikation;Industri;Øvrige brancher;84;201904-202212;391;11;;201901-202112;59;23.5;18.8;27.7;;201904-202212;124;2;;201901-202112;28;34.6;29;40.55;;171;51;202110-202112;167;171;3,98;202110-202112;167;171;3,99;169;171;3,57;202110-202112;202110-202112;168;171;3,95;202110-202112;168;171;3,88;31;68;166;14;113;92;202110-202112;168;171;3,69;12,5;12,5;E2021/F2022;0;75;202110-202112;169;171;4,19;202110-202112;167;171;3,38;202110-202112;167;171;3,77;202110-202112;165;171;3,9;202110-202112;171;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);Forelæsninger;202110-202112;168;171;3,83;1;10;26;31;32;202110-202112;162;171;3,86;2;10;23;29;36;202110-202112;168;171;3,93;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb2-markedsfoeringsoekonom;657419;www.ug.dk/uddannelser/erhvervsakademiuddannelser/handelsogoekonomiskeuddannelser/markedsfoeringsoekonom;512,300,529,600,529,000;Markedsføringsøkonom;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;657418;Erhvervsakademi MidtVest;657;Herning;1082;Midtjylland;201910-202209;144;14;;E2021/F2022;12;300;0;201911-202111;496;33;10;9;48;100;100;18;82;Handel;Industri;Offentlig administration, forsvar og politi;Øvrige brancher;84;201904-202212;100;8;;201901-202112;21;23.9;20.3;27.2;;Ingen data;;;;Ingen data;;;;;;58;68;202110-202112;58;58;3,93;202110-202112;57;58;3,89;57;58;3,56;202110-202112;202110-202112;58;58;4,17;202110-202112;57;58;4,09;33;57;57;15;38;90;202110-202112;58;58;3,76;12,5;12,5;E2021/F2022;0;75;202110-202112;58;58;4,21;202110-202112;58;58;3,74;202110-202112;56;58;3,82;202110-202112;58;58;4,28;202110-202112;58;Klasseundervisning (holdundervisning);Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);Faglig vejledning fra din underviser;202110-202112;58;58;4,28;0;3;17;28;52;202110-202112;57;58;4,18;0;5;23;21;51;202110-202112;57;58;4,11;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;Ingen data;;
udb2-markedsfoeringsoekonom;730404;www.ug.dk/uddannelser/erhvervsakademiuddannelser/handelsogoekonomiskeuddannelser/markedsfoeringsoekonom;512,300,529,600,529,000;Markedsføringsøkonom;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;730401;Erhvervsakademi Dania;730;Randers;1082;Midtjylland;201910-202209;255;18;;E2021/F2022;14;240;0;201911-202111;641;39;11;8;42;100;100;94;76;Handel;Industri;Rejsebureauer, rengøring og anden operationel service;Øvrige brancher;89;201904-202212;163;13;;201901-202112;44;22.9;21.1;26.7;;Ingen data;;;;Ingen data;;;;;;67;45;202110-202112;67;67;4,24;202110-202112;67;67;4,04;66;67;3,38;202110-202112;202110-202112;67;67;4,1;202110-202112;67;67;3,94;33;66;65;15;49;93;202110-202112;67;67;3,97;12,5;12,5;E2021/F2022;0;75;202110-202112;66;67;4,14;202110-202112;67;67;3,58;202110-202112;66;67;3,73;202110-202112;67;67;4,1;202110-202112;67;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Forelæsninger;202110-202112;66;67;3,88;3;8;23;32;35;202110-202112;66;67;3,48;5;11;38;26;21;202110-202112;67;67;3,91;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;Ingen data;;
udb2-markedsfoeringsoekonom;730408;www.ug.dk/uddannelser/erhvervsakademiuddannelser/handelsogoekonomiskeuddannelser/markedsfoeringsoekonom;512,300,529,600,529,000;Markedsføringsøkonom;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;730401;Erhvervsakademi Dania;791;Viborg;1082;Midtjylland;201910-202209;165;10;;E2021/F2022;122;206;0;201911-202111;491;32;11;9;47;100;100;95;74;Handel;Industri;Rejsebureauer, rengøring og anden operationel service;Øvrige brancher;87;201904-202212;110;17;;201901-202112;30;22.15;18.4;25.1;;Ingen data;;;;Ingen data;;;;;;62;59;202110-202112;62;62;4,03;202110-202112;61;62;3,8;62;62;3,31;202110-202112;202110-202112;60;62;3,97;202110-202112;60;62;3,62;39;68;61;13;36;99;202110-202112;62;62;3,98;12,5;12,5;E2021/F2022;0;75;202110-202112;61;62;4,18;202110-202112;62;62;3,55;202110-202112;62;62;3,84;202110-202112;61;62;3,98;202110-202112;62;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);E-læring (eksempelvis fjernundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);202110-202112;62;62;3,68;0;16;31;23;31;202110-202112;62;62;3,47;8;18;21;26;27;202110-202112;62;62;3,98;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;Ingen data;;
udb2-markedsfoeringsoekonom;751473;www.ug.dk/uddannelser/erhvervsakademiuddannelser/handelsogoekonomiskeuddannelser/markedsfoeringsoekonom;512,300,529,600,529,000;Markedsføringsøkonom;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;751470;Erhvervsakademi Aarhus;751;Aarhus;1082;Midtjylland;201910-202209;1277;18;;E2021/F2022;61;268;0;201911-202111;2685;42;10;8;39;100;100;100;84;Handel;Information og kommunikation;Videnservice;Øvrige brancher;94;201904-202212;978;8;;201901-202112;181;24.1;19.8;28.3;;Ingen data;;;;Ingen data;;;;;;372;49;202110-202112;370;372;4,06;202110-202112;370;372;3,97;371;372;3,67;202110-202112;202110-202112;371;372;4,21;202110-202112;369;372;4,07;41;71;366;11;232;93;202110-202112;371;372;3,9;12,4;12,4;E2021/F2022;0;75,21;202110-202112;372;372;4,31;202110-202112;368;372;3,6;202110-202112;365;372;3,76;202110-202112;369;372;4,13;202110-202112;372;Klasseundervisning (holdundervisning);Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);Faglig vejledning fra din underviser;202110-202112;371;372;3,88;1;9;25;31;34;202110-202112;365;372;3,76;3;13;24;26;35;202110-202112;369;372;3,9;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;Ingen data;;
udb2-markedsfoeringsoekonom;791419;www.ug.dk/uddannelser/erhvervsakademiuddannelser/handelsogoekonomiskeuddannelser/markedsfoeringsoekonom;512,300,529,600,529,000;Markedsføringsøkonom;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;791413;Professionshøjskolen VIA University College;615;Horsens;1082;Midtjylland;201910-202209;370;11;;E2021/F2022;9;285;0;201911-202111;681;33;10;9;48;100;100;100;81;Handel;Industri;Information og kommunikation;Øvrige brancher;91;201904-202212;343;10;;201901-202112;35;22;18.3;24.5;;Ingen data;;;;Ingen data;;;;;;64;26;202110-202112;63;64;4,37;202110-202112;62;64;4,02;61;64;3,54;202110-202112;202110-202112;63;64;4,25;202110-202112;63;64;3,84;33;65;63;15;46;90;202110-202112;62;64;4,16;12,5;12,5;E2021/F2022;0;75;202110-202112;10;10;3,9;202110-202112;10;10;3,7;202110-202112;10;10;3,8;202110-202112;63;64;4,22;202110-202112;64;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);Forelæsninger;Selvstudie (forberedelse, læsning, hjemmeopgaver);202110-202112;64;64;3,38;5;17;30;33;16;202110-202112;62;64;3,39;8;15;31;24;23;202110-202112;63;64;3,78;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
